Ad ID,Date,Ad name,Ad entity status,Spend in account currency,Ad group name,Ad group,Campaign ID,Campaign name,Earned impressions,Earned saves,Impressions,Paid impressions,Paid saves,Paid video played at 100%,Paid video played at 25%,Paid video played at 75%,Paid video played at 95%,Earned Pin clicks,Paid Pin clicks,Pin clicks,Organic pin ID
PP687201105177,2021-05-14,Awareness | Breakfast Sausage Stuffed Pepp,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,12,0,12,0,0,0,0,0,0,0,0,0,P336784878383044320
PP687201105177,2021-05-15,Awareness | Breakfast Sausage Stuffed Pepp,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,17,0,17,0,0,0,0,0,0,0,0,0,P336784878383044320
PP687201105177,2021-05-16,Awareness | Breakfast Sausage Stuffed Pepp,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,11,0,11,0,0,0,0,0,0,0,0,0,P336784878383044320
PP687201105177,2021-05-17,Awareness | Breakfast Sausage Stuffed Pepp,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,14,0,14,0,0,0,0,0,0,0,0,0,P336784878383044320
PP687201105178,2021-05-04,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,57,0,57,0,0,0,0,0,0,1,0,1,P336784878383044311
PP687201105178,2021-05-05,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,32,0,32,0,0,0,0,0,0,0,0,0,P336784878383044311
PP687201105178,2021-05-06,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,33,0,33,0,0,0,0,0,0,1,0,1,P336784878383044311
PP687201105178,2021-05-07,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,30,0,30,0,0,0,0,0,0,1,0,1,P336784878383044311
PP687201105178,2021-05-08,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,68,1,68,0,0,0,0,0,0,2,0,2,P336784878383044311
PP687201105178,2021-05-09,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,50,0,50,0,0,0,0,0,0,0,0,0,P336784878383044311
PP687201105178,2021-05-10,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,25,0,25,0,0,0,0,0,0,0,0,0,P336784878383044311
PP687201105178,2021-05-11,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,36,1,36,0,0,0,0,0,0,1,0,1,P336784878383044311
PP687201105178,2021-05-12,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,25,0,25,0,0,0,0,0,0,1,0,1,P336784878383044311
PP687201105178,2021-05-13,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,45,1,45,0,0,0,0,0,0,2,0,2,P336784878383044311
PP687201105178,2021-05-14,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,59,0,59,0,0,0,0,0,0,9,0,9,P336784878383044311
PP687201105178,2021-05-15,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,43,0,43,0,0,0,0,0,0,4,0,4,P336784878383044311
PP687201105178,2021-05-16,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,49,0,49,0,0,0,0,0,0,2,0,2,P336784878383044311
PP687201105178,2021-05-17,Awareness | Pancake Bacon Dippers,ACTIVE,0,4.22.19_5.31.19_FJ 2019_DMA_Awareness_Both_25-54_All,AG2680063699238,C626740568651,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_4.22.19_5.31.19,36,0,36,0,0,0,0,0,0,0,0,0,P336784878383044311
PP687201977042,2021-05-04,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-05,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,2,0,2,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-06,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,2,0,2,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-07,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,2,0,2,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-08,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,2,0,2,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-09,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-10,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,2,0,2,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-11,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,4,0,4,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-13,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-14,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-15,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-16,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977042,2021-05-17,Awareness | Before the big game give them,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384090402
PP687201977043,2021-05-04,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,20,0,20,0,0,0,0,0,0,1,0,1,P336784878384039196
PP687201977043,2021-05-05,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,18,0,18,0,0,0,0,0,0,0,0,0,P336784878384039196
PP687201977043,2021-05-06,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,16,0,16,0,0,0,0,0,0,0,0,0,P336784878384039196
PP687201977043,2021-05-07,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,16,0,16,0,0,0,0,0,0,0,0,0,P336784878384039196
PP687201977043,2021-05-08,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,16,0,16,0,0,0,0,0,0,0,0,0,P336784878384039196
PP687201977043,2021-05-09,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,16,1,16,0,0,0,0,0,0,1,0,1,P336784878384039196
PP687201977043,2021-05-10,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,20,0,20,0,0,0,0,0,0,1,0,1,P336784878384039196
PP687201977043,2021-05-11,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,28,0,28,0,0,0,0,0,0,2,0,2,P336784878384039196
PP687201977043,2021-05-12,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,27,0,27,0,0,0,0,0,0,1,0,1,P336784878384039196
PP687201977043,2021-05-13,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,18,0,18,0,0,0,0,0,0,0,0,0,P336784878384039196
PP687201977043,2021-05-14,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,9,0,9,0,0,0,0,0,0,0,0,0,P336784878384039196
PP687201977043,2021-05-15,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,14,0,14,0,0,0,0,0,0,1,0,1,P336784878384039196
PP687201977043,2021-05-16,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,18,0,18,0,0,0,0,0,0,0,0,0,P336784878384039196
PP687201977043,2021-05-17,Awareness | Bento Box Recipe,ACTIVE,0,7.29.19_9.29.19__FJ 2019_DMA_Awareness_Both_25-54_All,AG2680064132988,C626740887824,Farmer John_2019 Brand Awareness_Pinterest_Brand Awareness_7.29.19_9.29.19,53,1,53,0,0,0,0,0,0,2,0,2,P336784878384039196
PP687202523394,2021-05-04,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-05,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-06,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,5,0,5,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-07,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-08,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-09,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,6,0,6,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-10,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-11,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,6,0,6,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-12,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-13,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,2,0,2,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-15,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-16,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,8,0,8,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523394,2021-05-17,Awareness | Bacon Wrapped Asparagus,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384619968
PP687202523395,2021-05-04,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,274,1,274,0,0,0,0,0,0,6,0,6,P336784878384620027
PP687202523395,2021-05-05,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,320,0,320,0,0,0,0,0,0,11,0,11,P336784878384620027
PP687202523395,2021-05-06,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,310,0,310,0,0,0,0,0,0,10,0,10,P336784878384620027
PP687202523395,2021-05-07,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,334,1,334,0,0,0,0,0,0,11,0,11,P336784878384620027
PP687202523395,2021-05-08,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,367,0,367,0,0,0,0,0,0,13,0,13,P336784878384620027
PP687202523395,2021-05-09,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,488,2,488,0,0,0,0,0,0,16,0,16,P336784878384620027
PP687202523395,2021-05-10,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,296,3,296,0,0,0,0,0,0,13,0,13,P336784878384620027
PP687202523395,2021-05-11,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,312,0,312,0,0,0,0,0,0,7,0,7,P336784878384620027
PP687202523395,2021-05-12,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,327,2,327,0,0,0,0,0,0,22,0,22,P336784878384620027
PP687202523395,2021-05-13,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,223,0,223,0,0,0,0,0,0,6,0,6,P336784878384620027
PP687202523395,2021-05-14,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,130,0,130,0,0,0,0,0,0,4,0,4,P336784878384620027
PP687202523395,2021-05-15,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,212,1,212,0,0,0,0,0,0,5,0,5,P336784878384620027
